flight_id,departure_airport,arrival_airport,scheduled_departure_datetime,actual_departure_datetime,scheduled_arrival_datetime,actual_arrival_datetime,distance_miles
84779,ADW,STL,2022-02-16 10:54:00,2022-02-16 10:56:00,2022-02-16 13:13:00,2022-02-16 13:16:00,726
74100,LAX,FAI,2022-02-16 10:56:00,2022-02-16 10:55:00,2022-02-16 17:36:00,2022-02-16 17:31:00,2463
19840,MCO,SAV,2022-02-16 11:04:00,2022-02-16 11:00:00,2022-02-16 12:12:00,2022-02-16 12:22:00,255
75446,ATL,TUL,2022-02-16 11:18:00,2022-02-16 11:21:00,2022-02-16 13:29:00,2022-02-16 13:29:00,672
34544,MDW,TPA,2022-02-16 11:24:00,2022-02-16 11:24:00,2022-02-16 14:24:00,2022-02-16 14:28:00,998
87113,PDX,DEN,2022-02-16 11:35:00,2022-02-16 11:41:00,2022-02-16 14:33:00,2022-02-16 14:39:00,989
91949,ANC,SFO,2022-02-16 11:38:00,2022-02-16 11:43:00,2022-02-16 17:10:00,2022-02-16 17:19:00,2016
25871,SAV,MSY,2022-02-16 12:37:00,2022-02-16 12:32:00,2022-02-16 14:30:00,2022-02-16 14:32:00,555
83551,SAN,SFO,2022-02-16 12:37:00,2022-02-16 12:43:00,2022-02-16 14:14:00,2022-02-16 14:22:00,446
85696,JFK,BUF,2022-02-16 13:20:00,2022-02-16 13:16:00,2022-02-16 14:35:00,2022-02-16 14:37:00,300
48089,HNL,RIC,2022-02-16 13:24:00,2022-02-16 13:23:00,2022-02-17 02:00:00,2022-02-17 01:58:00,4838
71301,SAN,SEA,2022-02-16 13:25:00,2022-02-16 13:29:00,2022-02-16 16:32:00,2022-02-16 16:33:00,1051
29542,LGA,FAI,2022-02-16 13:33:00,2022-02-16 13:37:00,2022-02-16 22:12:00,2022-02-16 22:16:00,3259
57531,SMF,PIT,2022-02-16 14:11:00,2022-02-16 14:07:00,2022-02-16 20:09:00,2022-02-16 20:03:00,2185
53240,CMH,FLL,2022-02-16 14:48:00,2022-02-16 14:51:00,2022-02-16 17:44:00,2022-02-16 17:49:00,975
35820,DEN,MEM,2022-02-16 15:04:00,2022-02-16 14:59:00,2022-02-16 17:44:00,2022-02-16 17:34:00,871
31156,RDU,SAT,2022-02-16 15:08:00,2022-02-16 15:11:00,2022-02-16 18:41:00,2022-02-16 18:44:00,1222
70619,MEM,PIT,2022-02-16 15:41:00,2022-02-16 15:40:00,2022-02-16 17:49:00,2022-02-16 17:51:00,651
10524,JAX,ANC,2022-02-16 15:46:00,2022-02-16 17:49:00,2022-02-17 01:28:00,2022-02-17 03:36:00,3681
38076,PDX,LAX,2022-02-16 16:29:00,2022-02-16 16:32:00,2022-02-16 19:04:00,2022-02-16 19:11:00,834
71600,LAX,SMF,2022-02-16 16:38:00,2022-02-16 16:43:00,2022-02-16 18:03:00,2022-02-16 18:05:00,373
82928,SLC,ADW,2022-02-16 16:45:00,2022-02-16 16:51:00,2022-02-16 21:53:00,2022-02-16 22:04:00,1857
59013,TUL,PWM,2022-02-16 16:48:00,2022-02-16 16:43:00,2022-02-16 20:55:00,2022-02-16 20:45:00,1443
96406,FAI,IAH,2022-02-16 17:04:00,2022-02-16 17:03:00,2022-02-17 01:46:00,2022-02-17 01:38:00,3277
64012,JFK,STL,2022-02-16 17:13:00,2022-02-16 17:09:00,2022-02-16 19:56:00,2022-02-16 20:13:00,890
44380,RIC,RSW,2022-02-16 17:34:00,2022-02-16 17:37:00,2022-02-16 20:04:00,2022-02-16 20:07:00,801
23070,AUS,MCO,2022-02-16 18:12:00,2022-02-16 18:18:00,2022-02-16 21:11:00,2022-02-16 21:31:00,992
60059,BNA,DEN,2022-02-16 18:15:00,2022-02-16 18:19:00,2022-02-16 21:16:00,2022-02-16 21:34:00,1011
31577,PHL,RDU,2022-02-16 18:23:00,2022-02-16 18:21:00,2022-02-16 19:44:00,2022-02-16 19:47:00,337
39400,TPA,BWI,2022-02-16 18:31:00,2022-02-16 18:36:00,2022-02-16 21:07:00,2022-02-16 21:20:00,844
28959,MCO,LGA,2022-02-16 18:46:00,2022-02-16 18:45:00,2022-02-16 21:39:00,2022-02-16 21:39:00,951
64824,CLT,ADW,2022-02-16 18:53:00,2022-02-16 18:56:00,2022-02-16 20:13:00,2022-02-16 20:17:00,335
12215,MCO,MCI,2022-02-16 18:59:00,2022-02-16 19:00:00,2022-02-16 22:09:00,2022-02-16 22:14:00,1072
35912,PIT,TPA,2022-02-16 19:00:00,2022-02-16 18:54:00,2022-02-16 21:41:00,2022-02-16 21:32:00,874
93060,FLL,RDU,2022-02-16 19:00:00,2022-02-16 18:55:00,2022-02-16 21:12:00,2022-02-16 21:11:00,682
69256,ONT,OAK,2022-02-16 19:09:00,2022-02-16 19:14:00,2022-02-16 20:33:00,2022-02-16 20:42:00,361
70681,TUL,BOS,2022-02-16 19:30:00,2022-02-16 19:27:00,2022-02-16 23:29:00,2022-02-16 23:24:00,1391
98745,SAT,EWR,2022-02-16 19:47:00,2022-02-16 19:52:00,2022-02-17 00:12:00,2022-02-17 00:19:00,1567
39485,SAN,SMF,2022-02-16 19:52:00,2022-02-16 19:52:00,2022-02-16 21:34:00,2022-02-16 21:40:00,480
25785,IAD,PIT,2022-02-16 19:57:00,2022-02-16 20:06:00,2022-02-16 20:55:00,2022-02-16 21:01:00,182
79728,SAV,LAX,2022-02-16 20:15:00,2022-02-16 20:18:00,2022-02-17 02:07:00,2022-02-17 02:15:00,2147
70937,BUF,MKE,2022-02-16 20:23:00,2022-02-16 20:27:00,2022-02-16 22:03:00,2022-02-16 22:03:00,463
54406,PHX,ADW,2022-02-16 21:07:00,2022-02-16 21:07:00,2022-02-17 02:35:00,2022-02-17 02:39:00,1984
33804,SAV,IAH,2022-02-16 21:12:00,2022-02-16 21:14:00,2022-02-16 23:49:00,2022-02-16 23:56:00,849
45403,ORD,JAX,2022-02-16 21:24:00,2022-02-16 21:24:00,2022-02-17 00:03:00,2022-02-17 00:06:00,865
94612,MEM,PWM,2022-02-16 21:33:00,2022-02-16 21:38:00,2022-02-17 01:03:00,2022-02-17 01:04:00,1203
20979,PVD,ORD,2022-02-16 21:40:00,2022-02-16 21:41:00,2022-02-17 00:17:00,2022-02-17 00:20:00,847
64889,BWI,ORD,2022-02-16 21:41:00,2022-02-16 21:38:00,2022-02-16 23:44:00,2022-02-16 23:44:00,620
88165,DFW,PDX,2022-02-16 21:49:00,2022-02-16 21:45:00,2022-02-17 02:21:00,2022-02-17 02:09:00,1614
34863,ADW,SEA,2022-02-17 06:22:00,2022-02-17 08:31:00,2022-02-17 12:42:00,2022-02-17 14:57:00,2332
60332,IAD,MEM,2022-02-17 06:31:00,2022-02-17 06:39:00,2022-02-17 08:52:00,2022-02-17 09:19:00,741
78232,ONT,DTW,2022-02-17 06:54:00,2022-02-17 06:50:00,2022-02-17 12:13:00,2022-02-17 12:07:00,1930
94672,ADW,MIA,2022-02-17 07:06:00,2022-02-17 07:02:00,2022-02-17 09:54:00,2022-02-17 09:48:00,921
55123,IND,SAT,2022-02-17 07:16:00,2022-02-17 07:16:00,2022-02-17 10:14:00,2022-02-17 10:23:00,985
44887,ATL,SNA,2022-02-17 07:44:00,2022-02-17 07:49:00,2022-02-17 13:01:00,2022-02-17 13:11:00,1915
86886,SFO,PBI,2022-02-17 07:51:00,2022-02-17 07:50:00,2022-02-17 14:46:00,2022-02-17 14:41:00,2563
29073,IAH,RDU,2022-02-17 08:01:00,2022-02-17 07:59:00,2022-02-17 11:07:00,2022-02-17 11:03:00,1041
48241,SFO,MSP,2022-02-17 08:29:00,2022-02-17 09:33:00,2022-02-17 12:57:00,2022-02-17 14:04:00,1585
29425,RSW,SAT,2022-02-17 08:44:00,2022-02-17 08:46:00,2022-02-17 11:50:00,2022-02-17 11:51:00,1039
25578,CVG,ONT,2022-02-17 08:45:00,2022-02-17 08:55:00,2022-02-17 13:53:00,2022-02-17 14:08:00,1850
91811,SNA,JFK,2022-02-17 08:55:00,2022-02-17 08:56:00,2022-02-17 15:33:00,2022-02-17 15:30:00,2449
43284,PWM,MIA,2022-02-17 09:03:00,2022-02-17 09:09:00,2022-02-17 12:56:00,2022-02-17 12:57:00,1355
62915,TPA,CLT,2022-02-17 09:05:00,2022-02-17 09:02:00,2022-02-17 10:51:00,2022-02-17 10:43:00,508
90910,MSY,SDF,2022-02-17 09:20:00,2022-02-17 09:21:00,2022-02-17 11:23:00,2022-02-17 11:23:00,621
44077,SAT,STL,2022-02-17 09:21:00,2022-02-17 09:30:00,2022-02-17 11:49:00,2022-02-17 11:55:00,786
43336,AUS,BUF,2022-02-17 09:38:00,2022-02-17 09:44:00,2022-02-17 13:33:00,2022-02-17 13:36:00,1365
60602,PHL,PIT,2022-02-17 10:37:00,2022-02-17 10:48:00,2022-02-17 11:47:00,2022-02-17 11:56:00,267
52345,ONT,DTW,2022-02-17 10:40:00,2022-02-17 10:36:00,2022-02-17 15:59:00,2022-02-17 15:57:00,1930
30023,MCO,SAV,2022-02-17 11:04:00,2022-02-17 11:17:00,2022-02-17 12:12:00,2022-02-17 12:25:00,255
24156,MDW,TPA,2022-02-17 11:24:00,2022-02-17 11:31:00,2022-02-17 14:24:00,2022-02-17 14:49:00,998
35569,PDX,DEN,2022-02-17 11:35:00,2022-02-17 11:30:00,2022-02-17 14:33:00,2022-02-17 14:24:00,989
28437,ANC,SFO,2022-02-17 11:38:00,2022-02-17 11:41:00,2022-02-17 17:10:00,2022-02-17 17:15:00,2016
82072,CVG,MDW,2022-02-17 11:49:00,2022-02-17 11:53:00,2022-02-17 12:57:00,2022-02-17 12:57:00,249
49755,IAD,LAX,2022-02-17 12:20:00,2022-02-17 12:15:00,2022-02-17 18:33:00,2022-02-17 18:27:00,2283
43471,PVD,PDX,2022-02-17 12:26:00,2022-02-17 12:31:00,2022-02-17 19:16:00,2022-02-17 19:20:00,2529
82240,SAV,MSY,2022-02-17 12:37:00,2022-02-17 13:07:00,2022-02-17 14:30:00,2022-02-17 14:57:00,555
96086,SAN,SFO,2022-02-17 12:37:00,2022-02-17 12:36:00,2022-02-17 14:14:00,2022-02-17 14:09:00,446
41001,AUS,MCI,2022-02-17 12:55:00,2022-02-17 13:01:00,2022-02-17 15:03:00,2022-02-17 15:13:00,650
69985,RNO,SLC,2022-02-17 12:59:00,2022-02-17 13:00:00,2022-02-17 14:32:00,2022-02-17 14:37:00,420
94143,CLE,ORD,2022-02-17 13:08:00,2022-02-17 13:04:00,2022-02-17 14:25:00,2022-02-17 14:15:00,314
82342,JFK,BUF,2022-02-17 13:20:00,2022-02-17 13:22:00,2022-02-17 14:35:00,2022-02-17 14:39:00,300
51714,HNL,RIC,2022-02-17 13:24:00,2022-02-17 13:23:00,2022-02-18 02:00:00,2022-02-18 01:54:00,4838
46358,LGA,FAI,2022-02-17 13:33:00,2022-02-17 13:27:00,2022-02-17 22:12:00,2022-02-17 22:35:00,3259
16775,DTW,PBI,2022-02-17 14:00:00,2022-02-17 14:07:00,2022-02-17 17:14:00,2022-02-17 17:24:00,1089
59167,RSW,DEN,2022-02-17 16:31:00,2022-02-17 16:28:00,2022-02-17 21:02:00,2022-02-17 20:58:00,1606
45183,CMH,FLL,2022-02-17 14:48:00,2022-02-17 14:47:00,2022-02-17 17:44:00,2022-02-17 17:48:00,975
86129,SLC,EWR,2022-02-17 14:52:00,2022-02-17 14:55:00,2022-02-17 20:17:00,2022-02-17 20:20:00,1964
88838,DEN,MEM,2022-02-17 15:04:00,2022-02-17 15:08:00,2022-02-17 17:44:00,2022-02-17 17:45:00,871
13352,RDU,SAT,2022-02-17 15:08:00,2022-02-17 15:14:00,2022-02-17 18:41:00,2022-02-17 18:50:00,1222
41330,MEM,PIT,2022-02-17 15:41:00,2022-02-17 15:45:00,2022-02-17 17:49:00,2022-02-17 17:50:00,651
42584,JAX,ANC,2022-02-17 15:46:00,2022-02-17 15:49:00,2022-02-18 01:28:00,2022-02-18 01:30:00,3681
66379,PDX,LAX,2022-02-17 16:29:00,2022-02-17 16:27:00,2022-02-17 19:04:00,2022-02-17 18:56:00,834
64983,LAX,SMF,2022-02-17 16:38:00,2022-02-17 16:34:00,2022-02-17 18:03:00,2022-02-17 18:04:00,373
43574,SLC,ADW,2022-02-17 16:45:00,2022-02-17 16:48:00,2022-02-17 21:53:00,2022-02-17 22:04:00,1857
89163,TUL,PWM,2022-02-17 16:48:00,2022-02-17 16:53:00,2022-02-17 20:55:00,2022-02-17 21:21:00,1443
87585,ADW,SJC,2022-02-17 16:53:00,2022-02-17 16:52:00,2022-02-17 23:28:00,2022-02-17 23:30:00,2428
56943,FAI,IAH,2022-02-17 17:04:00,2022-02-17 17:00:00,2022-02-18 01:46:00,2022-02-18 01:50:00,3277
48789,JFK,STL,2022-02-17 17:13:00,2022-02-17 17:26:00,2022-02-17 19:56:00,2022-02-17 20:13:00,890
48530,PDX,LGA,2022-02-17 17:22:00,2022-02-17 17:21:00,2022-02-17 23:58:00,2022-02-18 00:05:00,2439
35844,RIC,RSW,2022-02-17 17:34:00,2022-02-17 17:31:00,2022-02-17 20:04:00,2022-02-17 19:59:00,801
17610,MDW,SAN,2022-02-17 17:42:00,2022-02-17 17:47:00,2022-02-17 22:31:00,2022-02-17 22:31:00,1725
88891,BNA,DEN,2022-02-17 18:15:00,2022-02-17 18:18:00,2022-02-17 21:16:00,2022-02-17 21:25:00,1011
19836,PHL,RDU,2022-02-17 18:23:00,2022-02-17 18:23:00,2022-02-17 19:44:00,2022-02-17 19:45:00,337
63366,TPA,BWI,2022-02-17 18:31:00,2022-02-17 18:29:00,2022-02-17 21:07:00,2022-02-17 21:11:00,844
91176,MCO,LGA,2022-02-17 18:46:00,2022-02-17 18:47:00,2022-02-17 21:39:00,2022-02-17 21:40:00,951
89802,CLT,ADW,2022-02-17 18:53:00,2022-02-17 18:47:00,2022-02-17 20:13:00,2022-02-17 20:11:00,335
24384,FLL,RDU,2022-02-17 19:00:00,2022-02-17 19:00:00,2022-02-17 21:12:00,2022-02-17 21:18:00,682
85132,SLC,MEM,2022-02-17 19:06:00,2022-02-17 19:32:00,2022-02-17 22:45:00,2022-02-17 23:03:00,1259
12967,ONT,OAK,2022-02-17 19:09:00,2022-02-17 19:11:00,2022-02-17 20:33:00,2022-02-17 20:41:00,361
71242,TUL,BOS,2022-02-17 19:30:00,2022-02-17 19:30:00,2022-02-17 23:29:00,2022-02-17 23:30:00,1391
26572,SAT,EWR,2022-02-17 19:47:00,2022-02-17 19:46:00,2022-02-18 00:12:00,2022-02-18 00:12:00,1567
90551,SAN,SMF,2022-02-17 19:52:00,2022-02-17 19:50:00,2022-02-17 21:34:00,2022-02-17 21:36:00,480
20532,IAD,PIT,2022-02-17 19:57:00,2022-02-17 19:56:00,2022-02-17 20:55:00,2022-02-17 20:55:00,182
59275,SAV,LAX,2022-02-17 20:15:00,2022-02-17 20:11:00,2022-02-18 02:07:00,2022-02-18 02:07:00,2147
28513,BUF,MKE,2022-02-17 20:23:00,2022-02-17 20:27:00,2022-02-17 22:03:00,2022-02-17 22:07:00,463
83839,PHX,ADW,2022-02-17 21:07:00,2022-02-17 21:05:00,2022-02-18 02:35:00,2022-02-18 02:38:00,1984
63204,SAV,IAH,2022-02-17 21:12:00,2022-02-17 21:16:00,2022-02-17 23:49:00,2022-02-17 23:54:00,849
31445,RIC,SAV,2022-02-17 21:22:00,2022-02-17 21:44:00,2022-02-17 22:57:00,2022-02-17 23:11:00,431
53315,MEM,PWM,2022-02-17 21:33:00,2022-02-17 21:39:00,2022-02-18 01:03:00,2022-02-18 01:07:00,1203
14057,PVD,ORD,2022-02-17 21:40:00,2022-02-17 21:37:00,2022-02-18 00:17:00,2022-02-18 00:12:00,847
64503,PHL,SNA,2022-02-17 21:53:00,2022-02-17 21:50:00,2022-02-18 04:19:00,2022-02-18 04:16:00,2375
30055,ONT,DTW,2022-02-18 06:54:00,2022-02-18 06:58:00,2022-02-18 12:13:00,2022-02-18 12:17:00,1930
63267,CMH,PHL,2022-02-18 07:13:00,2022-02-18 07:15:00,2022-02-18 08:44:00,2022-02-18 08:47:00,405
70610,IND,SAT,2022-02-18 07:16:00,2022-02-18 07:44:00,2022-02-18 10:14:00,2022-02-18 10:48:00,985
21315,ATL,SNA,2022-02-18 07:44:00,2022-02-18 07:49:00,2022-02-18 13:01:00,2022-02-18 13:10:00,1915
58916,SFO,PBI,2022-02-18 07:51:00,2022-02-18 07:54:00,2022-02-18 14:46:00,2022-02-18 14:52:00,2563
55006,SFO,MSP,2022-02-18 08:29:00,2022-02-18 08:46:00,2022-02-18 12:57:00,2022-02-18 13:13:00,1585
74593,CVG,ONT,2022-02-18 08:45:00,2022-02-18 08:48:00,2022-02-18 13:53:00,2022-02-18 13:57:00,1850
32082,PWM,MIA,2022-02-18 09:03:00,2022-02-18 08:59:00,2022-02-18 12:56:00,2022-02-18 13:00:00,1355
93744,SFB,ADW,2022-02-18 09:03:00,2022-02-18 08:59:00,2022-02-18 11:23:00,2022-02-18 11:14:00,737
91181,TPA,CLT,2022-02-18 09:05:00,2022-02-18 09:08:00,2022-02-18 10:51:00,2022-02-18 10:58:00,508
33079,SAT,STL,2022-02-18 09:21:00,2022-02-18 09:20:00,2022-02-18 11:49:00,2022-02-18 12:07:00,786
75830,AUS,BUF,2022-02-18 09:38:00,2022-02-18 09:37:00,2022-02-18 13:33:00,2022-02-18 13:32:00,1365
22457,SNA,STL,2022-02-18 09:57:00,2022-02-18 09:54:00,2022-02-18 14:22:00,2022-02-18 14:22:00,1566
77641,PHL,PIT,2022-02-18 10:37:00,2022-02-18 10:40:00,2022-02-18 11:47:00,2022-02-18 11:53:00,267
87483,ONT,DTW,2022-02-18 10:40:00,2022-02-18 10:36:00,2022-02-18 15:59:00,2022-02-18 15:57:00,1930
99924,SYR,RNO,2022-02-18 11:02:00,2022-02-18 11:03:00,2022-02-18 17:10:00,2022-02-18 17:17:00,2254
16056,MCO,SAV,2022-02-18 11:04:00,2022-02-18 11:02:00,2022-02-18 12:12:00,2022-02-18 12:05:00,255
36917,CVG,PDX,2022-02-18 11:13:00,2022-02-18 11:17:00,2022-02-18 16:39:00,2022-02-18 16:39:00,1970
36813,MDW,TPA,2022-02-18 11:24:00,2022-02-18 11:21:00,2022-02-18 14:24:00,2022-02-18 14:16:00,998
79132,PDX,DEN,2022-02-18 11:35:00,2022-02-18 11:41:00,2022-02-18 14:33:00,2022-02-18 14:45:00,989
41019,ANC,SFO,2022-02-18 11:38:00,2022-02-18 11:32:00,2022-02-18 17:10:00,2022-02-18 17:03:00,2016
24988,SAV,MSY,2022-02-18 12:37:00,2022-02-18 12:37:00,2022-02-18 14:30:00,2022-02-18 14:25:00,555
62466,SAN,SFO,2022-02-18 12:37:00,2022-02-18 12:36:00,2022-02-18 14:14:00,2022-02-18 14:10:00,446
73423,JFK,BUF,2022-02-18 13:20:00,2022-02-18 13:45:00,2022-02-18 14:35:00,2022-02-18 15:05:00,300
36999,HNL,RIC,2022-02-18 13:24:00,2022-02-18 13:21:00,2022-02-19 02:00:00,2022-02-19 01:54:00,4838
98663,LGA,FAI,2022-02-18 13:33:00,2022-02-18 13:31:00,2022-02-18 22:12:00,2022-02-18 22:16:00,3259
48136,SNA,MSY,2022-02-18 13:39:00,2022-02-18 13:45:00,2022-02-18 18:15:00,2022-02-18 18:21:00,1636
33661,CMH,FLL,2022-02-18 14:48:00,2022-02-18 14:46:00,2022-02-18 17:44:00,2022-02-18 17:38:00,975
58294,DEN,MEM,2022-02-18 15:04:00,2022-02-18 15:07:00,2022-02-18 17:44:00,2022-02-18 17:48:00,871
82488,RDU,SAT,2022-02-18 15:08:00,2022-02-18 15:14:00,2022-02-18 18:41:00,2022-02-18 18:52:00,1222
10509,RDU,CLT,2022-02-18 15:15:00,2022-02-18 15:11:00,2022-02-18 16:05:00,2022-02-18 16:07:00,129
97082,SNA,IND,2022-02-18 15:21:00,2022-02-18 15:27:00,2022-02-18 20:19:00,2022-02-18 20:30:00,1788
61907,BNA,SAT,2022-02-18 15:37:00,2022-02-18 15:34:00,2022-02-18 18:10:00,2022-02-18 18:05:00,821
73928,MEM,PIT,2022-02-18 15:41:00,2022-02-18 15:45:00,2022-02-18 17:49:00,2022-02-18 17:51:00,651
23106,JAX,ANC,2022-02-18 15:46:00,2022-02-18 15:54:00,2022-02-19 01:28:00,2022-02-19 01:38:00,3681
88961,MCO,DFW,2022-02-18 15:58:00,2022-02-18 16:06:00,2022-02-18 18:56:00,2022-02-18 19:02:00,983
85631,EWR,CLE,2022-02-18 17:47:00,2022-02-18 17:57:00,2022-02-18 19:18:00,2022-02-18 19:41:00,403
39504,PDX,LAX,2022-02-18 16:29:00,2022-02-18 16:32:00,2022-02-18 19:04:00,2022-02-18 19:07:00,834
68142,LAX,SMF,2022-02-18 16:38:00,2022-02-18 16:39:00,2022-02-18 18:03:00,2022-02-18 18:00:00,373
24894,SLC,ADW,2022-02-18 16:45:00,2022-02-18 16:46:00,2022-02-18 21:53:00,2022-02-18 21:51:00,1857
17313,TUL,PWM,2022-02-18 16:48:00,2022-02-18 17:15:00,2022-02-18 20:55:00,2022-02-18 21:25:00,1443
37905,IAH,DFW,2022-02-18 17:01:00,2022-02-18 17:03:00,2022-02-18 18:04:00,2022-02-18 18:01:00,224
65860,FAI,IAH,2022-02-18 17:04:00,2022-02-18 16:59:00,2022-02-19 01:46:00,2022-02-19 01:36:00,3277
87382,JFK,STL,2022-02-18 17:13:00,2022-02-18 17:17:00,2022-02-18 19:56:00,2022-02-18 20:00:00,890
12793,RDU,MSP,2022-02-18 17:24:00,2022-02-18 17:29:00,2022-02-18 20:21:00,2022-02-18 20:23:00,979
65515,RIC,RSW,2022-02-18 17:34:00,2022-02-18 17:43:00,2022-02-18 20:04:00,2022-02-18 20:09:00,801
58226,FLL,LGA,2022-02-18 17:47:00,2022-02-18 17:48:00,2022-02-18 20:58:00,2022-02-18 20:58:00,1078
51426,MSY,SYR,2022-02-18 18:06:00,2022-02-18 18:12:00,2022-02-18 21:36:00,2022-02-18 21:42:00,1196
53275,BNA,DEN,2022-02-18 18:15:00,2022-02-18 19:15:00,2022-02-18 21:16:00,2022-02-18 22:22:00,1011
44836,PHL,RDU,2022-02-18 18:23:00,2022-02-18 18:19:00,2022-02-18 19:44:00,2022-02-18 19:43:00,337
60593,TPA,BWI,2022-02-18 18:31:00,2022-02-18 18:34:00,2022-02-18 21:07:00,2022-02-18 21:30:00,844
54615,MCO,LGA,2022-02-18 18:46:00,2022-02-18 18:48:00,2022-02-18 21:39:00,2022-02-18 21:38:00,951
18519,CLT,ADW,2022-02-18 18:53:00,2022-02-18 18:49:00,2022-02-18 20:13:00,2022-02-18 20:12:00,335
27431,FLL,RDU,2022-02-18 19:00:00,2022-02-18 19:00:00,2022-02-18 21:12:00,2022-02-18 21:13:00,682
94285,ONT,OAK,2022-02-18 19:09:00,2022-02-18 19:10:00,2022-02-18 20:33:00,2022-02-18 20:32:00,361
90165,CLE,TUL,2022-02-18 19:11:00,2022-02-18 19:19:00,2022-02-18 21:46:00,2022-02-18 21:56:00,836
78869,TUL,BOS,2022-02-18 19:30:00,2022-02-18 19:30:00,2022-02-18 23:29:00,2022-02-18 23:28:00,1391
54327,SAT,EWR,2022-02-18 19:47:00,2022-02-18 19:53:00,2022-02-19 00:12:00,2022-02-19 00:15:00,1567
93475,SAN,SMF,2022-02-18 19:52:00,2022-02-18 20:02:00,2022-02-18 21:34:00,2022-02-18 21:42:00,480
95519,IAD,PIT,2022-02-18 19:57:00,2022-02-18 19:56:00,2022-02-18 20:55:00,2022-02-18 20:51:00,182
86545,SAV,LAX,2022-02-18 20:15:00,2022-02-18 20:10:00,2022-02-19 02:07:00,2022-02-19 02:13:00,2147
69925,BUF,MKE,2022-02-18 20:23:00,2022-02-18 20:19:00,2022-02-18 22:03:00,2022-02-18 22:03:00,463
83159,BWI,BOS,2022-02-18 20:28:00,2022-02-18 20:25:00,2022-02-18 21:53:00,2022-02-18 21:55:00,369
53608,CMH,SYR,2022-02-18 21:06:00,2022-02-18 21:05:00,2022-02-18 22:38:00,2022-02-18 22:38:00,411
66714,PHX,ADW,2022-02-18 21:07:00,2022-02-18 21:13:00,2022-02-19 02:35:00,2022-02-19 02:39:00,1984
25832,SAV,IAH,2022-02-18 21:12:00,2022-02-18 21:09:00,2022-02-18 23:49:00,2022-02-18 23:43:00,849
34008,MEM,PWM,2022-02-18 21:33:00,2022-02-18 21:33:00,2022-02-19 01:03:00,2022-02-19 01:01:00,1203
73398,PHL,ORD,2022-02-18 21:36:00,2022-02-18 21:41:00,2022-02-18 23:47:00,2022-02-19 00:08:00,676
38844,PVD,ORD,2022-02-18 21:40:00,2022-02-18 21:36:00,2022-02-19 00:17:00,2022-02-19 00:18:00,847
77916,ONT,DTW,2022-02-19 06:54:00,2022-02-19 06:51:00,2022-02-19 12:13:00,2022-02-19 12:07:00,1930
66260,IND,SAT,2022-02-19 07:16:00,2022-02-19 07:17:00,2022-02-19 10:14:00,2022-02-19 10:10:00,985
10804,AUS,MEM,2022-02-19 07:30:00,2022-02-19 07:29:00,2022-02-19 09:24:00,2022-02-19 09:30:00,558
18017,JAX,TUL,2022-02-19 07:32:00,2022-02-19 07:27:00,2022-02-19 10:18:00,2022-02-19 10:12:00,908
86350,ATL,SNA,2022-02-19 07:44:00,2022-02-19 08:14:00,2022-02-19 13:01:00,2022-02-19 13:31:00,1915
10391,LGA,RNO,2022-02-19 07:50:00,2022-02-19 07:49:00,2022-02-19 14:20:00,2022-02-19 14:15:00,2398
75175,SFO,PBI,2022-02-19 07:51:00,2022-02-19 07:57:00,2022-02-19 14:46:00,2022-02-19 14:56:00,2563
59745,PBI,LAX,2022-02-19 08:04:00,2022-02-19 08:04:00,2022-02-19 14:23:00,2022-02-19 14:30:00,2326
12064,FLL,SJC,2022-02-19 08:13:00,2022-02-19 08:18:00,2022-02-19 15:06:00,2022-02-19 15:12:00,2553
19818,SDF,MCI,2022-02-19 08:28:00,2022-02-19 08:22:00,2022-02-19 10:11:00,2022-02-19 10:06:00,489
84189,SFO,MSP,2022-02-19 08:29:00,2022-02-19 08:25:00,2022-02-19 12:57:00,2022-02-19 12:53:00,1585
75664,CVG,ONT,2022-02-19 08:45:00,2022-02-19 08:43:00,2022-02-19 13:53:00,2022-02-19 13:57:00,1850
71745,PWM,MIA,2022-02-19 09:03:00,2022-02-19 09:08:00,2022-02-19 12:56:00,2022-02-19 13:01:00,1355
73117,TPA,CLT,2022-02-19 09:05:00,2022-02-19 09:05:00,2022-02-19 10:51:00,2022-02-19 10:53:00,508
40173,SAT,STL,2022-02-19 09:21:00,2022-02-19 09:20:00,2022-02-19 11:49:00,2022-02-19 11:49:00,786
55797,AUS,BUF,2022-02-19 09:38:00,2022-02-19 09:36:00,2022-02-19 13:33:00,2022-02-19 13:28:00,1365
37164,DCA,IAH,2022-02-19 10:14:00,2022-02-19 10:16:00,2022-02-19 13:45:00,2022-02-19 14:05:00,1206
66727,PHL,PIT,2022-02-19 10:37:00,2022-02-19 10:40:00,2022-02-19 11:47:00,2022-02-19 11:51:00,267
44241,ONT,DTW,2022-02-19 10:40:00,2022-02-19 10:38:00,2022-02-19 15:59:00,2022-02-19 16:03:00,1930
18954,PBI,DCA,2022-02-19 11:01:00,2022-02-19 11:03:00,2022-02-19 13:40:00,2022-02-19 13:40:00,859
15707,MCO,SAV,2022-02-19 11:04:00,2022-02-19 11:02:00,2022-02-19 12:12:00,2022-02-19 12:11:00,255
99167,MDW,TPA,2022-02-19 11:24:00,2022-02-19 11:22:00,2022-02-19 14:24:00,2022-02-19 14:17:00,998
42382,PDX,DEN,2022-02-19 11:35:00,2022-02-19 11:41:00,2022-02-19 14:33:00,2022-02-19 14:38:00,989
