trade_id,stock_symbol,trade_type,trade_date,trade_time,trade_price,trade_volume,trade_currency,trade_fee,trade_notes
171,GOOGL,sell,9/24/2022,10:56 AM,209825.43,955341,RUB,319.12,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
172,TSLA,sell,10/24/2022,11:36 AM,264499.6,739405,TZS,419.07,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
173,GOOGL,sell,11/28/2022,9:31 PM,691717.84,710274,PEN,662.42,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
174,AMZN,sell,12/7/2022,7:20 AM,100732.81,96395,CNY,190.26,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
175,FB,sell,12/20/2022,2:24 AM,556302.72,655796,SEK,225.3,pellentesque volutpat dui maecenas tristique est et tempus semper est quam
176,AAPL,sell,4/1/2023,8:17 AM,369249.4,242695,BRL,587.52,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
177,AAPL,buy,4/18/2023,4:04 PM,484197.84,104154,CNY,511.19,dapibus duis at velit eu est congue elementum in hac
178,TSLA,sell,12/9/2022,9:39 AM,1016.29,948831,IDR,138.03,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
179,GOOGL,sell,11/27/2022,6:26 PM,948331.44,303885,RUB,941.02,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
180,TSLA,buy,8/21/2022,2:39 AM,61943.39,133117,CNY,511.02,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
181,GOOGL,sell,3/4/2023,2:03 PM,676478.24,285029,EUR,305.45,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
182,GOOGL,sell,1/30/2023,6:04 PM,863489.56,101724,CNY,630.78,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
183,FB,buy,2/18/2023,8:08 AM,109922.5,87127,EUR,226.2,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
184,AMZN,buy,11/25/2022,1:51 AM,203617.31,481352,BRL,310.05,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
185,AMZN,sell,1/9/2023,7:10 PM,827935.98,295890,UAH,954.98,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
186,AAPL,buy,1/15/2023,6:20 PM,543569.23,454527,NGN,773.47,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
187,AMZN,buy,1/27/2023,11:04 PM,775251.32,193691,BRL,777.86,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
188,AAPL,buy,9/27/2022,1:43 PM,991442.91,782219,CNY,169.02,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
189,AAPL,sell,7/15/2022,5:38 AM,204267.51,134578,HUF,317.51,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
190,FB,buy,5/12/2023,8:31 PM,290091.8,383287,KHR,853.28,sed augue aliquam erat volutpat in congue etiam justo etiam pretium
191,TSLA,sell,11/26/2022,1:07 PM,448771.42,297193,EUR,673.15,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
192,FB,sell,8/26/2022,4:37 PM,723992.52,283922,UAH,815.82,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
193,AAPL,buy,10/5/2022,11:59 AM,966942.05,619645,CNY,214.35,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
194,TSLA,sell,4/16/2023,9:54 AM,132672.98,642206,COP,804.34,id luctus nec molestie sed justo pellentesque viverra pede ac
195,AMZN,sell,2/20/2023,1:28 PM,391156.29,877329,ARS,382.51,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
196,FB,buy,2/26/2023,9:28 PM,992739.62,331418,XOF,935.14,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
197,TSLA,sell,11/2/2022,3:00 PM,537209.58,48828,CAD,896.71,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
198,TSLA,buy,3/17/2023,4:02 AM,539421.96,198979,PHP,355.2,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
199,AMZN,sell,8/20/2022,6:19 PM,562718.28,198112,ZAR,272.89,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
200,GOOGL,sell,6/8/2022,10:27 AM,873867.98,902794,IDR,634.14,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
201,GOOGL,sell,9/13/2022,12:36 PM,697414.45,23636,CNY,796.82,neque duis bibendum morbi non quam nec dui luctus rutrum
202,FB,sell,8/16/2022,5:35 PM,897952.12,307525,CNY,369.53,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
203,AAPL,sell,7/30/2022,12:45 PM,502119.55,953620,CNY,921.83,et tempus semper est quam pharetra magna ac consequat metus sapien
204,AMZN,sell,9/17/2022,11:24 PM,367344.15,769933,IDR,369.64,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
205,FB,buy,12/10/2022,7:14 PM,518316.12,944972,CNY,613.08,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
206,FB,buy,8/19/2022,4:31 PM,389154.36,825565,CNY,8.37,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
207,TSLA,buy,10/26/2022,12:38 PM,829439.75,559907,CNY,14.11,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
208,AMZN,buy,4/8/2023,12:26 PM,1159.91,963288,XCD,261.14,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
209,TSLA,sell,1/17/2023,4:12 AM,461712.98,640803,CNY,463.1,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
210,AMZN,sell,10/3/2022,10:09 AM,492206.13,332245,CNY,337.69,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
211,TSLA,buy,6/27/2022,10:31 AM,533228.97,69236,PLN,913.81,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
212,GOOGL,sell,1/25/2023,4:49 PM,497990.6,358880,XOF,743.65,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
213,TSLA,sell,10/14/2022,10:49 AM,273086.46,469915,CNY,838.86,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
214,GOOGL,sell,3/3/2023,10:43 PM,561795.54,593160,NIO,835.12,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
215,AAPL,sell,11/7/2022,11:55 PM,545574.46,880922,PHP,133.95,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
216,AMZN,buy,2/2/2023,12:06 AM,509442.47,958535,NGN,853.58,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
217,AMZN,sell,9/10/2022,1:19 AM,930179.63,299945,IDR,505.99,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
218,AMZN,buy,6/16/2022,3:33 PM,844659.66,241497,RUB,87.19,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
219,TSLA,sell,1/25/2023,12:37 AM,691666.52,760517,CNY,786.77,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
220,AAPL,sell,11/3/2022,8:51 PM,476289.42,441426,EUR,986.99,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
221,AMZN,sell,10/8/2022,2:15 PM,968889.57,52708,PHP,582.06,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
222,TSLA,buy,1/17/2023,12:20 AM,137645.72,155380,CNY,990.66,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
223,AAPL,buy,10/17/2022,6:07 PM,745843.11,240699,GNF,717.61,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
224,TSLA,sell,2/19/2023,1:58 AM,186793.02,743469,KZT,646.35,blandit mi in porttitor pede justo eu massa donec dapibus
225,TSLA,buy,5/31/2022,4:56 PM,849887.9,551896,EUR,13.74,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
226,AAPL,buy,7/16/2022,2:15 PM,768475.66,70989,EUR,281.59,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
227,FB,buy,4/28/2023,3:48 AM,381004.76,189674,PLN,777.77,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
228,AMZN,sell,4/4/2023,8:07 AM,259493.66,654209,PEN,932.59,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
229,GOOGL,sell,10/6/2022,11:02 AM,809490.36,716344,IDR,577.15,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
230,GOOGL,sell,8/19/2022,10:01 PM,727255.27,264368,JPY,180.78,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
231,AAPL,buy,7/14/2022,4:00 AM,162365.69,197570,PLN,655.9,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
232,AMZN,sell,4/12/2023,9:11 PM,337498.0,560974,AMD,761.45,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
233,TSLA,sell,7/17/2022,9:10 PM,474720.04,544994,CNY,897.56,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
234,TSLA,buy,7/17/2022,5:00 AM,852300.19,81532,EUR,326.88,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
235,FB,buy,6/19/2022,2:04 PM,159711.28,940721,UGX,509.31,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
236,FB,sell,11/8/2022,7:22 PM,253987.36,737954,BRL,101.17,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
237,TSLA,buy,12/16/2022,9:57 PM,99503.98,795077,SEK,363.16,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
238,AAPL,buy,5/3/2023,1:46 AM,984487.87,833013,VND,523.65,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
239,TSLA,sell,11/1/2022,8:45 PM,911705.83,386355,RUB,853.95,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
240,GOOGL,buy,5/15/2022,6:17 AM,850816.73,801099,BGN,337.78,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
241,AMZN,sell,11/6/2022,7:49 PM,417139.98,237634,BTN,679.27,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
242,FB,buy,6/8/2022,9:15 AM,678298.52,951093,COP,18.23,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
243,FB,sell,7/2/2022,6:18 PM,878668.29,650294,CNY,320.21,quam a odio in hac habitasse platea dictumst maecenas ut massa quis
244,GOOGL,sell,1/1/2023,8:30 PM,257145.72,660856,IDR,501.17,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
245,AMZN,buy,8/31/2022,2:43 PM,178642.72,663889,CNY,408.32,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
246,TSLA,sell,12/3/2022,5:57 PM,811392.4,254158,NAD,878.0,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
247,AAPL,buy,10/18/2022,3:16 AM,838457.28,491713,RSD,276.13,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
248,FB,sell,4/8/2023,3:03 AM,637541.14,24011,BRL,548.62,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
249,GOOGL,buy,10/25/2022,9:05 AM,172885.61,257170,UGX,830.23,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
250,TSLA,sell,12/8/2022,7:39 PM,544714.29,169599,RSD,276.32,duis bibendum felis sed interdum venenatis turpis enim blandit mi
251,TSLA,buy,10/1/2022,3:31 AM,220952.8,405441,CNY,484.64,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
252,FB,buy,5/15/2022,10:36 AM,478855.36,596886,RUB,914.51,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
253,FB,buy,1/27/2023,4:45 AM,577709.95,228891,BRL,603.12,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
254,AMZN,sell,1/17/2023,2:17 PM,549626.68,825262,XOF,886.69,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
255,FB,sell,5/28/2022,6:28 AM,36397.41,645971,EUR,408.41,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
256,TSLA,buy,6/10/2022,10:04 PM,285117.28,740015,CNY,446.52,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
257,AMZN,sell,5/21/2022,4:43 AM,503352.06,126906,CZK,138.18,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
258,TSLA,sell,1/10/2023,2:30 AM,72760.07,144252,MKD,904.58,lacinia erat vestibulum sed magna at nunc commodo placerat praesent
259,AAPL,buy,9/18/2022,9:37 AM,820170.7,269809,CNY,474.61,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
260,FB,buy,4/13/2023,2:45 AM,64483.95,698617,ILS,802.81,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
261,AMZN,buy,8/31/2022,6:15 AM,953307.76,532372,PHP,342.05,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
262,TSLA,buy,2/9/2023,8:26 PM,43359.42,949758,CNY,69.29,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
263,GOOGL,buy,10/20/2022,3:58 PM,900006.7,621313,CNY,271.53,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
264,GOOGL,sell,10/12/2022,6:27 AM,305161.61,385468,XOF,664.47,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
265,AMZN,buy,1/16/2023,10:25 AM,636295.65,842172,EUR,377.96,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
266,GOOGL,buy,10/12/2022,12:51 PM,399462.15,480706,AMD,24.44,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
267,AAPL,buy,12/16/2022,1:01 PM,811455.31,902403,RSD,702.89,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
268,AAPL,sell,12/20/2022,7:18 AM,580474.69,12555,CNY,350.7,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
269,AMZN,buy,11/30/2022,12:35 AM,943876.46,137660,EUR,875.36,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
270,FB,sell,8/1/2022,11:16 AM,53420.83,473961,UZS,235.07,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
271,AMZN,buy,12/26/2022,11:56 AM,894950.45,891794,ARS,120.09,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
272,AAPL,buy,2/17/2023,9:07 PM,633296.98,72988,CNY,106.07,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
273,AMZN,sell,5/11/2023,8:13 AM,943704.48,427658,ZWL,309.51,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
274,FB,buy,2/10/2023,7:36 PM,725183.87,482759,CNY,953.66,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
275,AAPL,buy,2/7/2023,7:40 PM,353581.45,809263,USD,442.07,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
276,GOOGL,sell,8/12/2022,2:53 PM,346713.59,131842,JPY,383.43,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
277,TSLA,buy,12/7/2022,11:07 AM,496561.94,366333,IDR,336.24,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
278,GOOGL,sell,1/23/2023,9:59 AM,329449.3,718687,MNT,588.33,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
279,GOOGL,sell,5/1/2023,7:24 PM,450229.32,647140,VND,689.25,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
280,FB,buy,10/21/2022,12:58 AM,98073.7,187523,RUB,616.42,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
281,FB,sell,1/8/2023,6:46 AM,257335.45,807759,CNY,738.46,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
282,FB,buy,10/6/2022,2:46 AM,428879.38,679202,CAD,901.98,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
283,FB,buy,8/8/2022,4:31 PM,73870.76,789880,CZK,997.16,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
284,AAPL,buy,3/1/2023,6:47 PM,97486.65,704694,CUP,280.31,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
285,FB,sell,10/10/2022,12:43 PM,739622.44,740692,CNY,213.85,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
286,TSLA,sell,6/16/2022,7:31 PM,240725.85,120529,IDR,501.23,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
287,FB,buy,1/3/2023,6:30 PM,421215.51,767936,SEK,415.36,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
288,AMZN,buy,7/28/2022,10:07 AM,169842.91,493707,CNY,336.85,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
289,GOOGL,sell,2/15/2023,9:39 PM,953662.7,235217,USD,503.3,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
290,GOOGL,sell,7/22/2022,9:28 PM,591032.41,400529,CNY,295.43,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
291,TSLA,sell,11/7/2022,11:57 AM,244612.89,732636,VEF,560.11,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
292,AMZN,buy,1/10/2023,6:57 AM,596752.85,838298,SYP,268.31,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
293,AAPL,sell,12/7/2022,4:35 PM,861764.02,185231,ILS,724.59,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
294,FB,sell,8/15/2022,5:47 AM,47993.08,332435,PEN,154.37,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
295,GOOGL,buy,6/21/2022,12:57 AM,33134.71,696837,EUR,388.85,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
296,FB,sell,11/10/2022,1:48 AM,650350.53,315461,CNY,404.11,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
297,GOOGL,buy,8/24/2022,3:07 AM,229972.63,417063,UAH,233.58,pede justo eu massa donec dapibus duis at velit eu est congue elementum
298,AAPL,buy,9/9/2022,9:20 PM,935514.25,627992,ARS,813.65,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
299,GOOGL,sell,2/7/2023,8:37 PM,664414.16,618772,RUB,797.9,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
300,GOOGL,buy,7/8/2022,4:50 AM,65158.18,407588,IDR,228.64,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
301,GOOGL,sell,5/18/2022,9:10 AM,820459.4,695449,ZAR,301.08,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
302,GOOGL,buy,1/2/2023,11:24 PM,372608.07,685061,XOF,24.53,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
303,AAPL,sell,10/4/2022,12:40 AM,373174.26,746649,LBP,872.54,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
304,AMZN,buy,8/18/2022,1:50 AM,346097.76,200404,KWD,81.57,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
305,GOOGL,sell,8/1/2022,9:59 AM,696914.96,35879,ALL,302.16,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
306,GOOGL,buy,8/31/2022,10:26 PM,954712.21,710909,MUR,832.15,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
307,GOOGL,buy,2/18/2023,11:18 AM,960990.31,823429,CNY,727.47,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
308,TSLA,sell,11/26/2022,4:46 PM,311369.66,574987,AFN,521.23,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
309,GOOGL,sell,7/27/2022,1:00 PM,988306.49,902299,LSL,815.02,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
310,GOOGL,buy,2/20/2023,4:45 PM,37364.6,422416,KYD,400.42,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
311,FB,sell,10/8/2022,5:19 AM,458055.1,324185,CNY,871.2,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
312,GOOGL,buy,12/7/2022,2:09 AM,612225.79,18261,ILS,497.63,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
313,AAPL,sell,9/23/2022,10:46 PM,357481.85,253688,EUR,465.68,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
314,FB,sell,1/14/2023,11:31 AM,581225.75,554027,CNY,346.32,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
315,AMZN,sell,3/4/2023,8:00 AM,532059.9,996438,VND,635.26,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
316,FB,buy,1/7/2023,2:55 AM,169035.13,596477,BRL,940.97,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
317,FB,buy,5/29/2022,4:03 AM,280473.1,610664,EUR,675.59,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
318,GOOGL,sell,7/8/2022,5:54 AM,419821.38,720953,CNY,992.28,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
319,AMZN,buy,1/6/2023,11:10 AM,747045.93,263939,ALL,186.98,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
320,TSLA,buy,3/29/2023,5:08 PM,35220.17,433096,IDR,806.53,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
321,AAPL,sell,6/6/2022,8:28 AM,582490.05,662726,CNY,230.66,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
322,AAPL,buy,2/13/2023,3:55 PM,900794.36,740887,EUR,706.87,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
323,AMZN,sell,4/15/2023,11:37 AM,317048.64,257795,IDR,699.04,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
324,AAPL,buy,12/2/2022,7:01 PM,878079.6,509079,SYP,98.21,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
325,AMZN,buy,8/10/2022,4:42 AM,218840.28,150133,JPY,180.73,lobortis sapien sapien non mi integer ac neque duis bibendum
326,AMZN,buy,8/18/2022,5:18 AM,718699.45,258723,CNY,186.44,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
327,AAPL,sell,1/9/2023,7:56 PM,764102.94,657366,ETB,405.57,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
328,FB,sell,8/2/2022,12:03 AM,521569.83,125049,USD,880.98,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
329,FB,buy,2/22/2023,11:50 PM,94715.59,1928,MAD,344.95,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
330,TSLA,sell,8/23/2022,7:43 AM,464091.0,295329,SRD,893.07,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
331,AMZN,buy,1/17/2023,2:36 AM,988381.16,266475,CNY,198.24,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
332,GOOGL,sell,8/10/2022,5:21 PM,296637.25,698177,IDR,830.97,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
333,FB,sell,4/6/2023,9:11 PM,701426.72,612389,ZAR,208.47,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
334,TSLA,sell,8/16/2022,3:06 AM,199215.15,10445,ARS,139.44,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
335,GOOGL,sell,1/20/2023,2:22 AM,695113.23,793543,CNY,923.92,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
336,GOOGL,buy,9/29/2022,11:06 PM,611217.42,786956,COP,403.35,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
337,AMZN,sell,2/8/2023,5:19 AM,469668.24,970424,VND,992.14,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
338,AAPL,buy,6/11/2022,4:21 AM,446234.14,161374,UGX,407.94,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
339,GOOGL,sell,11/2/2022,11:11 AM,971309.79,168871,SEK,767.27,donec dapibus duis at velit eu est congue elementum in
340,AMZN,buy,10/14/2022,6:16 PM,121321.16,969518,USD,605.78,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
